year,date_added,status,nc_bg_sf_path,acs_data_tbl_path
2022,2025-08-19,current,C:/Users/think/OneDrive/Documents/nc_emancipate/trafficstop_denominators/data/census_data/2022/nc_bg_sf_2022.shp,C:/Users/think/OneDrive/Documents/nc_emancipate/trafficstop_denominators/data/census_data/2022/acs_data_tbl_2022.shp
